385.0	0.5	1.62
386.0	0.5	1.62
387.0	0.5	1.62
388.0	0.5	1.62
389.0	0.5	1.62
390.0	0.5	1.62
391.0	0.5	1.62
392.0	0.5	1.62
393.0	0.5	1.62
394.0	0.5	1.62
395.0	0.5	1.62
396.0	0.06019312124855958	1.62
397.0	0.9459050337228376	1.62
398.0	1.849538393094079	1.62
399.0	2.7714558209487805	1.62
400.0	3.712027276139004	1.62
401.0	4.671630203244135	1.62
402.0	5.650649684036928	1.62
403.0	6.649478592013601	1.62
404.0	8.071331510852673	1.62
405.0	8.685992269784322	1.62
406.0	9.61189760982307	1.62
407.0	10.651205737986968	1.62
408.0	11.836445640639402	1.62
409.0	13.133556765837346	1.62
410.0	14.356972575961198	1.62
411.0	15.821106793865658	1.62
412.0	17.221225464034507	1.62
413.0	18.54220315392133	1.62
414.0	19.906383778740707	1.62
415.0	21.58651347873886	1.62
416.0	22.923013905041163	1.62
417.0	24.29673721438819	1.62
418.0	25.221035712497866	1.62
419.0	26.547940972044444	1.62
420.0	27.088326706290427	1.62
421.0	29.019119951567006	1.62
422.0	30.80855219077886	1.62
423.0	31.64328312235267	1.62
424.0	32.3290053036041	1.62
425.0	33.65629843357736	1.62
426.0	34.4727998455641	1.62
427.0	36.01318218897601	1.62
428.0	37.413561600075	1.62
429.0	38.17759103863803	1.62
430.0	38.82369390451471	1.62
431.0	38.80180296130195	1.62
432.0	41.54406408597914	1.62
433.0	41.654665527061624	1.62
434.0	41.727671017426914	1.62
435.0	42.75925230656861	1.62
436.0	43.81043663847057	1.62
437.0	44.04089379417741	1.62
438.0	45.44920163614953	1.62
439.0	44.45148490579228	1.62
440.0	46.94615626827335	1.62
441.0	46.82417887195561	1.62
442.0	46.75756936072761	1.62
443.0	47.914880923838936	1.62
444.0	48.12308708341393	1.62
445.0	47.85354746113844	1.62
446.0	49.8657547879114	1.62
447.0	49.18091262402876	1.62
448.0	50.45156556255288	1.62
449.0	49.853422772198414	1.62
450.0	51.38269753672084	1.62
451.0	51.24636820578056	1.62
452.0	52.15046750777874	1.62
453.0	52.19630634083418	1.62
454.0	52.41540104264108	1.62
455.0	52.87598234400794	1.62
456.0	52.85692484358574	1.62
457.0	52.85692484358574	1.62
457.0	52.7964642960694	1.62
458.0	53.22745319198992	1.62
459.0	53.41188323739745	1.62
460.0	55.10821690386757	1.62
461.0	55.938644767959715	1.62
462.0	55.317836064597294	1.62
463.0	54.91392080253998	1.62
464.0	56.398081298168805	1.62
465.0	55.7981076462555	1.62
466.0	56.04086136735371	1.62
467.0	54.13244176478979	1.62
468.0	54.84167051059611	1.62
469.0	56.651903265400186	1.62
470.0	55.56586233047742	1.62
471.0	56.18400983073768	1.62
472.0	57.45465091883989	1.62
473.0	56.969203819094254	1.62
474.0	56.03955239176945	1.62
475.0	56.18939339286542	1.62
476.0	57.3799840920498	1.62
477.0	56.522241403072066	1.62
478.0	57.527433901460356	1.62
479.0	56.817834158140876	1.62
480.0	57.38652920077864	1.62
481.0	56.54947131144631	1.62
482.0	57.62308265264253	1.62
483.0	57.06634106754335	1.62
484.0	57.487368021044134	1.62
485.0	58.11672074344002	1.62
486.0	57.394192607267975	1.62
487.0	56.67476459795976	1.62
488.0	58.784090525731855	1.62
489.0	57.220146276014816	1.62
490.0	58.20566262308669	1.62
491.0	58.50895444154742	1.62
492.0	58.756036340584856	1.62
493.0	57.065426819665724	1.62
494.0	56.74940203839746	1.62
495.0	59.247169788541655	1.62
496.0	59.28614551009171	1.62
497.0	56.8562617666409	1.62
498.0	59.184821023134134	1.62
499.0	59.41806560529356	1.62
500.0	59.7142961352998	1.62
501.0	59.07449922536821	1.62
502.0	59.33425488498251	1.62
503.0	58.544617315762785	1.62
504.0	58.728827255482294	1.62
505.0	58.763027384306156	1.62
506.0	56.86273483552084	1.62
507.0	59.62192971476122	1.62
508.0	59.6462259539184	1.62
509.0	58.562654746806494	1.62
510.0	57.61635196597225	1.62
511.0	59.05690643449892	1.62
512.0	59.819057878005175	1.62
513.0	61.9366040356674	1.62
514.0	61.03391848500314	1.62
515.0	59.793969264234946	1.62
516.0	60.78669271114175	1.62
517.0	62.63863956239582	1.62
518.0	59.44959051589249	1.62
519.0	59.98633827441586	1.62
520.0	61.42123262499625	1.62
521.0	62.16821543879003	1.62
522.0	59.108560670729936	1.62
523.0	59.846077527003104	1.62
524.0	60.67658765831652	1.62
525.0	62.33653174894437	1.62
526.0	63.67892571931988	1.62
527.0	63.301035610357076	1.62
528.0	64.84664229030561	1.62
529.0	64.58461537960866	1.62
