575.00,41.9136542979195,1,1.638
574.00,41.9136542979195,1,1.638
573.00,41.9136542979195,1,1.638
572.00,41.9136542979195,1,1.638
571.00,41.9136542979195,1,1.638
570.00,41.9136542979195,1,1.638
569.00,41.9136542979195,1,1.638
568.00,41.9136542979195,1,1.638
567.00,41.9136542979195,1,1.638
566.00,41.9136542979195,1,1.638
565.00,41.9136542979195,1,1.638
564.00,41.9136542979195,1,1.638
563.00,41.9136542979195,1,1.638
562.00,41.9136542979195,1,1.638
561.00,41.9136542979195,1,1.638
560.00,41.9136542979195,1,1.638
559.00,41.9136542979195,1,1.638
558.00,41.9136542979195,1,1.638
557.00,41.9136542979195,1,1.638
556.00,41.9136542979195,1,1.638
555.00,41.9136542979195,1,1.638
554.00,41.9136542979195,1,1.638
553.00,41.9136542979195,1,1.638
552.00,41.9136542979195,1,1.638
551.00,41.9136542979195,1,1.638
550.00,41.9136542979195,1,1.638
549.00,41.9136542979195,1,1.638
548.00,41.9136542979195,1,1.638
547.00,41.9136542979195,1,1.638
546.00,41.9136542979195,1,1.638
545.00,41.9136542979195,1,1.638
544.00,41.9136542979195,1,1.638
543.00,41.9136542979195,1,1.638
542.00,41.9136542979195,1,1.638
541.00,41.9136542979195,1,1.638
540.00,41.9136542979195,1,1.638
539.00,41.7926675628171,1,1.638
538.00,41.9681276039428,1,1.638
537.00,42.011196863536,1,1.638
536.00,41.7927807017438,1,1.638
535.00,42.0270082036121,1,1.638
534.00,41.9128868936742,1,1.638
533.00,41.9079772939109,1,1.638
532.00,42.0591699638901,1,1.638
531.00,41.7350974284432,1,1.638
530.00,41.8061041170741,1,1.638
529.00,42.1082888652212,1,1.638
528.00,42.1848157087049,1,1.638
527.00,42.3885889053474,1,1.638
526.00,42.4992573775849,1,1.638
525.00,42.3999744007494,1,1.638
524.00,42.3877261583734,1,1.638
523.00,42.2101344053665,1,1.638
522.00,42.1827621778733,1,1.638
521.00,42.2277340404875,1,1.638
520.00,42.2417923263594,1,1.638
519.00,42.2142591358667,1,1.638
518.00,42.3685182835768,1,1.638
517.00,42.0547750351833,1,1.638
516.00,41.8365558705969,1,1.638
515.00,41.9109139262647,1,1.638
514.00,41.9409252672416,1,1.638
513.00,42.2357369221331,1,1.638
512.00,42.1315375079213,1,1.638
511.00,41.9727731068238,1,1.638
510.00,41.7574400112734,1,1.638
509.00,41.6573244217471,1,1.638
508.00,41.6064959300732,1,1.638
507.00,41.5552853295123,1,1.638
506.00,41.630873919114,1,1.638
505.00,41.710940566101,1,1.638
504.00,41.9158843177203,1,1.638
503.00,42.022132796615,1,1.638
502.00,41.9885366679515,1,1.638
501.00,42.0874902387281,1,1.638
500.00,42.0651904976229,1,1.638
499.00,42.0807390039929,1,1.638
498.00,42.1688517374887,1,1.638
497.00,42.0781628794927,1,1.638
496.00,41.9661409864304,1,1.638
495.00,41.6619997205251,1,1.638
494.00,41.6615246673569,1,1.638
493.00,41.7225672379516,1,1.638
492.00,41.6408916584315,1,1.638
491.00,41.5113999177497,1,1.638
490.00,41.4776777866766,1,1.638
489.00,41.4689969158944,1,1.638
488.00,41.5126238754091,1,1.638
487.00,41.4016070436082,1,1.638
486.00,41.2946499339691,1,1.638
485.00,41.2401652228241,1,1.638
484.00,41.1997210061209,1,1.638
