4.0960202499,0.0126672043,1,1.638
4.1041002372,0.0126672043,1,1.638
4.1125271684,0.0125280662,1,1.638
4.1206760181,0.0125919624,1,1.638
4.1291745298,0.0125511077,1,1.638
4.1373931229,0.0125028315,1,1.638
4.145646034,0.0125028315,1,1.638
4.1542533626,0.0124392423,1,1.638
4.1625773553,0.0124771209,1,1.638
4.1709363292,0.0124771209,1,1.638
4.1796545716,0.0123747038,1,1.638
4.1880860008,0.0123122876,1,1.638
4.1968795725,0.0122368533,1,1.638
4.2053841356,0.0122312416,1,1.638
4.2139248245,0.0121926203,1,1.638
4.2228326659,0.012284019,1,1.638
4.231447914,0.0122066271,1,1.638
4.2401005306,0.0121768483,1,1.638
4.2491254191,0.0122260166,1,1.638
4.2578532581,0.012210763,1,1.638
4.2666191952,0.0121694752,1,1.638
4.275424297,0.0121694752,1,1.638
4.2846069112,0.0121857987,1,1.638
4.2934889616,0.0121385528,1,1.638
4.3024095697,0.012202127,1,1.638
4.3117144087,0.0121659959,1,1.638
4.3207148852,0.0121382323,1,1.638
4.3297544132,0.0120469125,1,1.638
4.3388338078,0.0121962808,1,1.638
4.3483049258,0.0120994327,1,1.638
4.3574657653,0.0120443517,1,1.638
4.3666672736,0.0120549904,1,1.638
4.3759102944,0.0119912927,1,1.638
4.3855510282,0.011927156,1,1.638
4.3948768403,0.0119368605,1,1.638
4.4042450002,0.0119368605,1,1.638
4.4136543454,0.0119215758,1,1.638
4.4234701661,0.0118021779,1,1.638
4.4329660245,0.0117294055,1,1.638
4.4425042116,0.0117697341,1,1.638
4.4520850088,0.0116056123,1,1.638
4.4617101862,0.01156743,1,1.638
4.4717503993,0.0115574406,1,1.638
4.4814635821,0.0114500532,1,1.638
4.4912214574,0.0114381695,1,1.638
4.5010234283,0.0114050595,1,1.638
4.5108700971,0.0113320461,1,1.638
4.5211436937,0.0112137913,1,1.638
4.5310826665,0.0112137913,1,1.638
4.5410666622,0.0112255648,1,1.638
4.5510972222,0.0111837802,1,1.638
4.5611743632,0.0110705758,1,1.638
4.571297163,0.011075949,1,1.638
4.5814674963,0.0110907043,1,1.638
4.5920790731,0.0109574639,1,1.638
4.6023459811,0.0109574639,1,1.638
4.6126604866,0.0108966987,1,1.638
4.6230235565,0.0108170308,1,1.638
4.6334345768,0.0107449287,1,1.638
4.6438958067,0.0106601181,1,1.638
4.6544047043,0.0106558443,1,1.638
4.6649638668,0.010543522,1,1.638
4.6759821856,0.0103548747,1,1.638
4.6866435176,0.0102707043,1,1.638
4.6973552198,0.0101733195,1,1.638
4.7081183121,0.0101733195,1,1.638
4.7189328328,0.0100325864,1,1.638
4.7297984811,0.0099169799,1,1.638
4.7407172983,0.0097685824,1,1.638
4.7516876535,0.0096197191,1,1.638
4.7627116023,0.0094369434,1,1.638
4.7737875013,0.0092684994,1,1.638
4.7849181052,0.0091773439,1,1.638
4.7961024488,0.008995548,1,1.638
4.8073412661,0.008863279,1,1.638
4.8186346095,0.0086838435,1,1.638
4.8299828764,0.0084546052,1,1.638
4.841826237,0.0080868853,1,1.638
4.8532886955,0.0079185802,1,1.638
4.8648069657,0.0077220161,1,1.638
4.8763828727,0.0075361631,1,1.638
4.88801507,0.0072660398,1,1.638
4.899705399,0.0070673186,1,1.638
4.9114532182,0.006819198,1,1.638
4.9232603962,0.0065556103,1,1.638
4.9351259322,0.0062914894,1,1.638
4.9470506241,0.0060090905,1,1.638
4.95903638,0.0057081889,1,1.638
4.9710807245,0.0054226502,1,1.638
4.9831866771,0.0050876476,1,1.638
4.9953532227,0.0047579657,1,1.638
5.0071104256,0.0047579657,1,1.638
5.0193987224,0.0044259344,1,1.638
5.0317493693,0.0040632321,1,1.638
5.0441632191,0.0036916065,1,1.638
5.0566403795,0.0033442533,1,1.638
5.0691813329,0.0029898951,1,1.638
5.0817865721,0.0026357039,1,1.638
5.094456976,0.0023076143,1,1.638
5.107193052,0.0017230387,1,1.638
5.1199945318,0.0014753652,1,1.638
5.1328320802,0,1,1.638
