#class tools::wcsv::ntuple
#title Detailed MC Info
#separator 44
#vector_separator 59
#column double Event_Number
#column double EDep_Trigger_FoilEJ212
#column double EDep_PEN_Stacked1
#column double EDep_PEN_Stacked2
#column double EDep_PEN_Stacked3
#column double EDep_PEN_Stacked4
#column double EDep_InactiveMaterial
#column double N_Trigger
#column double N_Left
#column double N_Right
#column double N_Bottom
#column double N_Front
#column double N_Back
5685,34.7125,166.879,0,0,0,135.493,0,48,39,114,98,34
5724,99.3422,0,0,0,0,208.684,0,0,0,0,0,0
21253,51.8175,0,0,0,0,66.5556,0,0,0,0,0,0
22216,29.1292,416.461,0,0,0,1093.19,1,113,126,321,136,105
37187,28.4027,991.679,0,0,0,50.1573,1,401,218,711,249,375
37362,96.6168,0,0,0,0,470.933,0,0,0,0,0,0
37909,22.0577,746.972,0,0,0,295.606,2,221,223,526,200,284
58238,15.5364,866.974,0,0,0,113.197,1,237,279,598,231,304
58291,95.4881,291.9,0,0,0,1087.69,1,94,73,179,166,60
58725,17.7851,736.605,0,0,0,67.8967,1,210,167,466,152,367
59125,18.3596,537.885,0,0,0,431.107,0,131,187,370,238,131
59159,20.9828,313.356,0,0,0,397.796,1,69,142,224,102,71
85019,40.9164,198.901,0,0,0,211.476,0,53,69,147,68,44
85378,13.3706,0,0,0,0,124.839,0,0,0,0,0,0
85843,32.0707,329.583,0,0,0,693.249,1,179,68,204,81,109
85932,96.9601,0,0,0,0,819.342,0,0,0,0,0,0
102906,31.5971,0,0,0,0,501.998,0,0,0,0,0,0
119683,21.8608,0,0,0,0,1302.71,0,6,0,0,0,0
119785,24.1101,313.566,0,0,0,641.365,1,125,76,216,81,78
119828,19.1556,376.37,0,0,0,269.922,1,159,89,265,93,128
119845,24.1425,364.65,0,0,0,390.132,0,96,114,250,88,129
119895,43.1795,0,0,0,0,1487,1,0,0,0,0,0
120700,41.0346,0,0,0,0,1018.78,0,0,0,0,0,0
138657,71.8272,0,0,0,0,465.29,0,0,0,0,0,0
139433,78.8779,0,0,0,0,91.6063,0,0,0,0,0,0
155598,34.0704,277.905,0,0,0,561.024,1,72,56,164,45,141
156237,34.7127,364.71,0,0,0,200.148,0,63,199,216,67,101
169097,102.776,0,0,0,0,957.068,0,0,0,0,0,0
169424,77.0031,314.591,0,0,0,590.885,0,117,83,233,67,93
169716,21.7302,398.635,0,0,0,47.9349,0,98,146,219,80,201
192481,13.933,577.262,0,0,0,45.8598,1,115,286,352,225,95
192614,1.25853,0,0,0,0,285.039,0,0,0,0,0,0
193141,19.7785,800.697,0,0,0,245.574,2,268,196,581,277,187
193354,23.8161,359.157,0,0,0,106.572,1,158,77,253,94,114
214209,20.8729,722.902,0,0,0,58.0744,0,261,163,473,344,151
231854,32.975,587.193,0,0,0,368.282,0,113,202,321,132,282
232289,25.3681,360.191,0,0,0,103.543,1,63,134,219,83,119
246551,68.0562,0,0,0,0,782.338,3,0,0,0,0,0
246882,26.0411,992.106,0,0,0,405.168,4,298,235,704,256,309
263807,38.9926,0,0,0,0,387.256,0,0,0,0,0,0
275323,0.798233,292.365,0,0,0,75.8562,1,91,85,213,146,73
275425,35.1791,0,0,0,0,446.509,0,0,0,0,0,0
275714,28.5412,0,0,0,0,947.17,0,0,0,0,3,0
275884,18.5266,918.93,0,0,0,59.1583,3,285,292,692,212,312
276074,59.4174,0,0,0,0,731.909,0,0,0,0,0,0
276101,89.6961,0,0,0,0,547.865,1,0,0,0,0,0
297544,36.8053,0,0,0,0,334.754,0,0,0,0,0,0
297810,24.4287,445.186,0,0,0,55.1584,1,98,169,277,220,89
298007,15.5996,933.773,0,0,0,47.4098,1,281,255,652,222,279
298011,22.2783,292.677,0,0,0,173.177,0,76,85,207,118,77
323831,29.4622,0,0,0,0,709.819,0,0,0,0,0,0
324128,29.16,415.966,0,0,0,45.8254,1,150,103,320,101,111
352215,22.2398,0,0,0,0,0.00529087,0,0,0,0,0,0
352964,176.472,0,0,0,0,0.0099392,0,0,0,0,0,0
367386,53.1618,0,0,0,0,260.831,0,0,0,0,0,0
367394,60.0557,0,0,0,0,987.748,0,0,0,0,0,0
382585,47.741,110.362,0,0,0,152.331,0,66,25,66,24,37
382745,23.1075,811.158,0,0,0,518.22,5,236,213,516,326,239
383012,19.1612,0,0,0,0,1529.9,1,6,0,0,0,0
419634,22.5955,419.403,0,0,0,158.045,0,91,187,286,111,98
419645,25.7267,745.092,0,0,0,686.696,0,228,206,568,237,206
438676,20.1308,928.545,0,0,0,47.6588,3,298,262,698,292,233
438961,16.5572,665.218,0,0,0,308.689,0,191,193,461,154,282
439143,76.0927,0,0,0,0,228.462,0,0,0,0,0,0
452934,86.8137,0,0,0,0,196.942,0,0,0,0,0,0
453154,38.0945,0,0,0,0,772.052,0,0,0,0,0,0
453707,0.00388784,0,0,0,0,285.155,1,0,0,0,0,0
472102,37.527,212.382,0,0,0,573.634,1,47,93,145,68,66
472338,31.6471,0,0,0,0,919.864,0,0,0,0,0,0
472515,29.5156,746.587,0,0,0,288.222,2,186,225,468,368,140
489072,26.2541,0,0,0,0,776.727,4,0,0,0,0,0
489096,18.7289,889.542,0,0,0,87.6856,1,257,299,636,339,203
497512,29.3669,922.463,0,0,0,341.024,3,238,288,680,261,265
497900,108.237,0,0,0,0,254.169,0,0,0,0,0,0
498361,22.4643,446.042,0,0,0,95.9167,2,181,100,326,121,152
498411,23.9405,913.234,0,0,0,59.0261,1,235,291,676,322,219
521419,18.7744,0,0,0,0,337.652,1,0,0,0,0,0
521713,29.4987,212.73,0,0,0,181.282,0,66,58,122,98,39
540589,43.5834,0,0,0,0,287.79,0,0,0,0,0,0
540986,63.4237,0,0,0,0,810.451,1,0,0,0,0,0
554689,60.6271,0,0,0,0,4.55552,0,0,0,0,0,0
555147,31.9632,284.076,0,0,0,665.852,1,62,99,168,50,158
555484,80.8004,19.3234,0,0,0,875.986,0,7,4,13,5,7
571397,39.883,0,0,0,0,359.186,0,0,0,0,0,0
572064,22.8847,944.955,0,0,0,535.197,2,226,390,641,361,208
572078,16.8206,918.768,0,0,0,61.3818,1,281,237,700,238,334
594900,59.5823,0,0,0,0,172.041,0,0,0,0,0,0
595182,44.773,455.852,0,0,0,556.865,0,73,212,259,100,176
595509,30.7848,45.7666,0,0,0,341.355,0,11,10,21,28,8
615374,132.569,0,0,0,0,91.7101,0,0,0,0,0,0
615518,20.9236,402.437,0,0,0,67.1368,1,131,89,287,124,93
639398,29.4122,290.248,0,0,0,662.142,0,77,95,215,83,72
639409,72.7353,0,0,0,0,610.035,3,0,0,0,0,0
660135,29.2078,126.983,0,0,0,822.267,0,52,36,91,34,46
660226,21.585,966.85,0,0,0,93.5688,3,246,311,652,245,307
660451,30.8421,405.527,0,0,0,54.0557,1,94,139,287,140,96
684370,36.5697,0,0,0,0,771.11,0,0,0,0,0,0
684670,21.8847,0,0,0,0,953.853,0,0,0,0,6,0
684857,93.6957,0,0,0,0,0.00529087,0,0,0,0,0,0
