#class tools::wcsv::ntuple
#title Detailed MC Info
#separator 44
#vector_separator 59
#column double Event_Number
#column double EDep_Trigger_FoilEJ212
#column double EDep_PEN_Stacked1
#column double EDep_PEN_Stacked2
#column double EDep_PEN_Stacked3
#column double EDep_PEN_Stacked4
#column double EDep_InactiveMaterial
#column double N_Trigger
#column double N_Left
#column double N_Right
#column double N_Bottom
#column double N_Front
#column double N_Back
29219,13.2366,0,0,0,0,1045.71,0,0,0,0,0,0
29521,48.7062,0,0,0,0,661.987,0,0,0,0,0,0
43741,31.1404,0,0,0,0,776.048,0,0,0,0,0,0
44100,19.3126,674.205,0,0,0,296.511,2,411,148,384,191,180
44161,17.0194,805.186,0,0,0,171.802,3,273,209,600,208,274
44299,102.351,0,0,0,0,379.37,0,0,0,0,0,0
55983,197.44,0,0,0,0,327.072,0,0,0,0,0,0
56749,8.61648,0,0,0,0,886.086,0,0,0,0,0,4
74987,109.527,236.637,0,0,0,634.714,0,77,53,171,69,56
75328,24.8545,914.631,0,0,0,56.9524,1,243,304,655,223,303
75634,42.5611,0,0,0,0,1025.75,0,0,0,0,0,0
83912,22.6015,907.664,0,0,0,140.981,5,276,222,620,529,212
84144,24.2376,705.704,0,0,0,55.8955,0,152,247,383,149,370
84580,19.1365,742.651,0,0,0,230.709,0,261,188,521,175,251
84656,28.8641,435.388,0,0,0,99.9572,2,121,116,311,173,111
84822,153.223,0,0,0,0,140.825,1,0,0,0,0,0
84924,21.7367,0,0,0,0,1368.54,1,0,0,0,0,0
107710,26.9284,0,0,0,0,324.841,0,0,0,0,0,0
107801,38.945,0,0,0,0,317.133,0,0,0,0,0,0
107822,27.4338,0,0,0,0,829.272,0,0,0,0,0,0
108054,19.0288,874.05,0,0,0,101.881,4,254,252,636,189,342
129374,0.00347755,0,0,0,0,485.643,0,0,0,0,0,0
143235,19.4036,926.844,0,0,0,50.4329,3,253,252,662,322,218
143775,29.1237,293.474,0,0,0,734.444,0,87,80,204,99,76
163230,48.9809,796.907,0,0,0,147.759,1,210,256,601,239,214
163452,33.1417,0,0,0,0,821.483,0,0,0,0,0,1
163613,17.7492,745.974,0,0,0,228.88,1,221,195,519,243,195
163667,20.5024,740.526,0,0,0,231.094,0,281,166,496,328,173
163896,177.911,0,0,0,0,678.1,5,0,0,0,0,0
184355,46.542,0,0,0,0,775.929,0,0,0,0,0,0
200276,18.9284,851.615,0,0,0,124.202,1,200,273,578,242,300
200353,25.0485,496.91,0,0,0,304.204,5,220,113,284,204,120
200494,24.6937,290.328,0,0,0,771.258,0,98,84,204,80,85
200557,34.6402,238.249,0,0,0,707.954,1,99,35,145,56,111
200764,18.8846,578.682,0,0,0,280.699,2,212,142,402,126,248
225030,24.8142,0,0,0,0,62.3445,0,0,0,0,0,0
225282,42.6384,352.753,0,0,0,588.097,1,198,64,220,101,93
243394,85.2927,155.589,0,0,0,166.314,0,49,30,81,26,92
243541,0.00347602,0,0,0,0,1059.83,3,0,0,0,0,0
243550,121.916,0,0,0,0,661.427,0,0,0,0,0,0
252738,33.0317,93.1103,0,0,0,851.56,0,20,51,77,17,31
253511,76.3984,0,0,0,0,250.608,0,0,0,0,0,0
253650,41.8494,0,0,0,0,594.95,0,0,0,0,0,0
271218,31.5621,408.696,0,0,0,426.426,0,89,158,246,105,142
291516,32.7514,167.651,0,0,0,157.51,1,30,78,96,45,40
291545,66.518,0,0,0,0,337.202,0,0,0,0,0,0
291698,0.0036081,0,0,0,0,1332.39,18,0,0,0,0,0
301108,21.1445,726.536,0,0,0,316.324,0,296,163,472,175,240
324821,0.00403394,0,0,0,0,399.304,1,0,0,0,0,0
325042,37.7599,408.292,0,0,0,538.651,3,157,101,284,158,108
336925,20.8587,0,0,0,0,58.8165,0,0,0,0,0,0
337003,22.8908,183.777,0,0,0,189.496,0,71,42,131,67,40
337038,121.203,0,0,0,0,284.94,0,0,0,0,0,0
353308,20.6602,973.319,0,0,0,76.0151,1,262,276,702,267,272
353741,69.3279,811.29,0,0,0,113.295,2,171,328,579,179,346
353881,19.6111,859.577,0,0,0,115.697,4,241,249,575,185,326
386830,1.95849,686.536,0,0,0,48.2301,1,153,289,460,145,261
386899,29.3154,316.67,0,0,0,142.852,3,119,60,236,130,66
387223,18.999,485.393,0,0,0,238.431,0,275,95,310,127,153
387430,0.00405913,0,0,0,0,694.852,0,0,0,0,0,0
387440,17.842,0,0,0,0,1457.48,0,11,0,0,0,0
408171,43.184,0,0,0,0,932.48,0,0,0,0,0,0
408638,33.358,156.516,0,0,0,1270.71,0,29,53,95,74,24
408966,64.1343,0,0,0,0,911.568,0,0,0,0,0,0
425430,13.7911,0,0,0,0,76.5387,0,0,0,0,0,0
425576,29.0131,0,0,0,0,946.715,0,0,0,0,4,0
425841,17.3218,776.656,0,0,0,583.531,0,410,171,479,260,177
425870,19.8547,929.972,0,0,0,46.8862,0,293,257,642,264,308
445087,211.93,0,0,0,0,763.758,0,0,0,0,0,0
445660,16.8684,760.688,0,0,0,215.33,3,322,180,537,212,264
464019,45.9178,0,0,0,0,632.692,0,0,0,0,0,0
464154,0.00404643,0,0,0,0,975.696,4,0,0,0,0,0
464166,22.1482,413.799,0,0,0,54.5022,1,223,82,261,160,85
464202,17.0717,930.253,0,0,0,49.8892,2,312,240,660,289,283
464462,65.5201,0,0,0,0,283.463,0,0,0,0,0,0
482865,36.0725,0,0,0,0,219.624,0,0,0,0,0,0
495394,0.00374785,0,0,0,0,1198.07,17,0,0,0,0,0
495476,0.00346537,0,0,0,0,704.419,6,0,0,0,0,0
495677,38.6442,0,0,0,0,485.428,0,0,0,0,0,0
496217,45.9422,0,0,0,0,426.527,0,0,0,0,0,0
513952,34.7513,169.262,0,0,0,157.912,0,54,47,110,49,56
513993,20.8565,260.24,0,0,0,1126.46,0,65,71,191,103,57
531306,22.1245,254.848,0,0,0,704.335,0,88,71,200,94,69
531316,58.6243,0,0,0,0,441.23,0,0,0,0,0,0
531389,25.2409,410.362,0,0,0,284.031,0,168,110,297,143,106
531799,57.3881,0,0,0,0,836.139,0,0,0,0,0,0
548211,20.2934,346.669,0,0,0,122.304,2,96,116,249,128,80
567014,19.3153,606.544,0,0,0,256.008,2,151,168,445,158,238
567201,26.6472,391.584,0,0,0,565.96,1,113,103,229,261,87
