250, 0.003
270, 0.241
277, 0.278
281, 0.301
287, 0.328
293, 0.357
301, 0.382
307, 0.399
313, 0.408
319, 0.417
326, 0.422
333, 0.426
343, 0.429
351, 0.430
359, 0.427
370, 0.422
379, 0.417
385, 0.412
394, 0.405
403, 0.397
411, 0.387
420, 0.377
430, 0.365
441, 0.347
451, 0.325
459, 0.306
469, 0.282
481, 0.255
491, 0.231
502, 0.204
509, 0.183
517, 0.162
525, 0.142
539, 0.114
552, 0.090
566, 0.074
576, 0.058
592, 0.043
606, 0.032
618, 0.023
635, 0.013
650, 0.007
675, 0.002
700, 0.0001
