200, 0.2
201, 0.2
202, 0.2
203, 0.2
204, 0.2
205, 0.2
206, 0.2
208, 0.2
209, 0.2
210, 0.2
211, 0.2
212, 0.2
213, 0.2
214, 0.2
215, 0.2
216, 0.2
217, 0.2
218, 0.2
220, 0.2
221, 0.2
222, 0.2
224, 0.2
225, 0.2
226, 0.2
227, 0.2
228, 0.2
229, 0.2
230, 0.2
231, 0.2
232, 0.2
233, 0.2
234, 0.2
235, 0.2
236, 0.2
237, 0.2
239, 0.2
240, 0.2
242, 0.2
243, 0.2
244, 0.2
246, 0.2
248, 0.2
250, 0.2
252, 0.2
253, 0.2
255, 0.2
257, 0.2
259, 0.2
260, 0.2
262, 0.2
263, 0.2
264, 0.2
265, 0.2
267, 0.2
268, 0.2
269, 0.2
271, 0.2
272, 0.2
274, 0.2
275, 0.2
278, 0.2
280, 0.2
282, 0.2
284, 0.2
286, 0.2
288, 0.2
290, 0.2
293, 0.2
295, 0.2
297, 0.2
301, 0.2
303, 0.2
305, 0.2
308, 0.2
311, 0.2
313, 0.2
316, 0.2
317, 0.2
318, 0.2
320, 0.2
321, 0.2
324, 0.2
327, 0.2
328, 0.2
329, 0.2
332, 0.2
333, 0.2
335, 0.2
337, 0.2
339, 0.2
342, 0.2
343, 0.2
347, 0.2
351, 0.2
354, 0.2
356, 0.2
360, 0.2
363, 0.2
366, 0.2
369, 0.2
371, 0.2
374, 0.2
377, 0.2
379, 0.2
381, 0.2
384, 0.2
386, 0.2
389, 0.2
392, 0.2
396, 0.2
398, 0.2
401, 0.2
404, 0.2
407, 0.2
411, 0.2
412, 0.2
416, 0.2
420, 0.2
423, 0.2
427, 0.2
430, 0.2
431, 0.2
435, 0.2
439, 0.2
442, 0.2
446, 0.2
450, 0.2
453, 0.2
458, 0.2
462, 0.2
465, 0.2
469, 0.2
472, 0.2
476, 0.2
480, 0.2
481, 0.2
484, 0.2
488, 0.2
492, 0.2
495, 0.2
497, 0.2
501, 0.2
505, 0.2
508, 0.2
510, 0.2
513, 0.2
518, 0.2
521, 0.2
523, 0.2
526, 0.2
528, 0.2
530, 0.2
532, 0.2
537, 0.2
538, 0.2
541, 0.2
544, 0.2
545, 0.2
548, 0.2
550, 0.2
553, 0.2
556, 0.2
557, 0.2
560, 0.2
562, 0.2
565, 0.2
567, 0.2
571, 0.2
572, 0.2
576, 0.2
579, 0.2
582, 0.2
586, 0.2
589, 0.2
594, 0.2
599, 0.2
603, 0.2
605, 0.2
610, 0.2
616, 0.2
623, 0.2
626, 0.2
630, 0.2
633, 0.2
637, 0.2
641, 0.2
645, 0.2
648, 0.2
649, 0.2
653, 0.2
658, 0.2
662, 0.2
666, 0.2
670, 0.2
675, 0.2
678, 0.2
683, 0.2
687, 0.2
690, 0.2
694, 0.2
698, 0.2
700, 0.2
